ASVID,Domain,Phylum,Class,Order,Family,Genus,Species
ASV_561,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__OPB56,NA,NA,NA
ASV_562,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__SJA-28,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_563,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__SJA-28,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_564,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__SJA-28,D_4__uncultured Chlorobi bacterium,D_5__uncultured Chlorobi bacterium,D_6__uncultured Chlorobi bacterium
ASV_565,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__SJA-28,D_4__uncultured Ignavibacterium sp.,D_5__uncultured Ignavibacterium sp.,D_6__uncultured Ignavibacterium sp.
ASV_566,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__SJA-28,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_567,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,D_3__SJA-28,NA,NA,NA
ASV_568,D_0__Bacteria,D_1__Bacteroidetes,D_2__Ignavibacteria,NA,NA,NA,NA
ASV_569,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Criblamydiaceae,D_5__Estrella,Ambiguous_taxa
ASV_570,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Criblamydiaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_571,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Candidatus Mesochlamydia,D_6__Candidatus Mesochlamydia elodeae
ASV_572,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Candidatus Protochlamydia,D_6__Candidatus Protochlamydia sp. CRIB44
ASV_573,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Candidatus Protochlamydia,D_6__metagenome
ASV_574,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Candidatus Protochlamydia,NA
ASV_575,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Neochlamydia,D_6__Neochlamydia hartmannellae
ASV_576,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Neochlamydia,D_6__endosymbiont of Naegleria clarki
ASV_577,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Neochlamydia,D_6__metagenome
ASV_578,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Neochlamydia,D_6__uncultured Chlamydiales bacterium
ASV_579,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Neochlamydia,D_6__uncultured bacterium
ASV_580,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__Neochlamydia,NA
ASV_581,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,D_5__uncultured,D_6__metagenome
ASV_582,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Parachlamydiaceae,NA,NA
ASV_583,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Simkaniaceae,D_5__Candidatus Rhabdochlamydia,NA
ASV_584,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Simkaniaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_585,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Simkaniaceae,D_5__uncultured,NA
ASV_586,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Simkaniaceae,NA,NA
ASV_587,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__cvE6,D_5__uncultured Chlamydia sp.,D_6__uncultured Chlamydia sp.
ASV_588,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__cvE6,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_589,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__cvE6,NA,NA
ASV_590,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,NA,NA,NA
ASV_591,D_0__Bacteria,D_1__Chloroflexi,D_2__AD3,D_3__uncultured Thermoflavimicrobium sp.,D_4__uncultured Thermoflavimicrobium sp.,D_5__uncultured Thermoflavimicrobium sp.,D_6__uncultured Thermoflavimicrobium sp.
ASV_592,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__1-20,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_593,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__1-20,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_594,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Anaerolinea,D_6__metagenome
ASV_595,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Anaerolinea,D_6__uncultured Chloroflexi bacterium
ASV_596,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Anaerolinea,D_6__uncultured bacterium
ASV_597,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Anaerolinea,D_6__uncultured soil bacterium
ASV_598,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Anaerolinea,NA
ASV_599,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Leptolinea,D_6__uncultured soil bacterium
ASV_600,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Leptolinea,NA
ASV_601,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Levilinea,Ambiguous_taxa
ASV_602,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__Longilinea,Ambiguous_taxa
ASV_603,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__RBG-16-58-14,D_6__uncultured Chloroflexi bacterium
ASV_604,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__UTCFX1,NA
ASV_605,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,D_6__uncultured Bellilinea sp.
ASV_606,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,D_6__uncultured Chloroflexi bacterium
ASV_607,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,D_6__uncultured prokaryote
ASV_608,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,D_6__uncultured sludge bacterium H39
ASV_609,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,D_5__uncultured,NA
ASV_610,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Anaerolineales,D_4__Anaerolineaceae,NA,NA
ASV_611,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,D_5__Caldilinea,D_6__uncultured bacterium
ASV_612,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,D_5__Litorilinea,D_6__uncultured bacterium
ASV_613,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,D_5__Litorilinea,D_6__uncultured soil bacterium
ASV_614,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,D_5__uncultured,Ambiguous_taxa
ASV_615,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,D_5__uncultured,D_6__metagenome
ASV_616,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,D_5__uncultured,D_6__uncultured Caldilinea sp.
ASV_617,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,D_5__uncultured,D_6__uncultured Caldilineales bacterium
ASV_618,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_619,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,D_5__uncultured,NA
ASV_620,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__Caldilineales,D_4__Caldilineaceae,NA,NA
ASV_621,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_622,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_623,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,D_4__uncultured Caldilineaceae bacterium,D_5__uncultured Caldilineaceae bacterium,D_6__uncultured Caldilineaceae bacterium
ASV_624,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,D_4__uncultured bacterium UASB_TL14,D_5__uncultured bacterium UASB_TL14,D_6__uncultured bacterium UASB_TL14
ASV_625,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_626,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_627,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__RBG-13-54-9,NA,NA,NA
ASV_628,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__OLB13,Ambiguous_taxa
ASV_629,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__OLB13,NA
ASV_630,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__OLB15,Ambiguous_taxa
ASV_631,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__metagenome,D_6__metagenome
ASV_632,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__uncultured Caldilineales bacterium,D_6__uncultured Caldilineales bacterium
ASV_633,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_634,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__uncultured sludge bacterium H8,D_6__uncultured sludge bacterium H8
ASV_635,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_636,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,NA,NA
ASV_637,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_638,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__uncultured Caldilineaceae bacterium,D_5__uncultured Caldilineaceae bacterium,D_6__uncultured Caldilineaceae bacterium
ASV_639,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__uncultured Gemmatimonadetes bacterium,D_5__uncultured Gemmatimonadetes bacterium,D_6__uncultured Gemmatimonadetes bacterium
ASV_640,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_641,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_642,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,NA,NA,NA
ASV_643,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SJA-15,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_644,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SJA-15,NA,NA,NA
ASV_645,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__uncultured Bellilinea sp.,D_4__uncultured Bellilinea sp.,D_5__uncultured Bellilinea sp.,D_6__uncultured Bellilinea sp.
ASV_646,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,NA,NA,NA,NA
ASV_647,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Chloroflexaceae,D_5__FFCH7168,D_6__uncultured bacterium
ASV_648,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Herpetosiphonaceae,D_5__Herpetosiphon,D_6__uncultured Chloroflexi bacterium
ASV_649,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Herpetosiphonaceae,D_5__Herpetosiphon,D_6__uncultured bacterium
ASV_650,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Herpetosiphonaceae,D_5__Herpetosiphon,NA
ASV_651,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__Kouleothrix,D_6__uncultured bacterium
ASV_652,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,Ambiguous_taxa
ASV_653,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,D_6__uncultured Chloroflexaceae bacterium
ASV_654,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_655,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,D_6__uncultured soil bacterium
ASV_656,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,NA
ASV_657,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Kallotenuales,D_4__AKIW781,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_658,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Kallotenuales,D_4__AKIW781,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_659,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__AKYG1722,D_5__metagenome,D_6__metagenome
ASV_660,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__AKYG1722,D_5__uncultured alpha proteobacterium,D_6__uncultured alpha proteobacterium
ASV_661,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__AKYG1722,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_662,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,Ambiguous_taxa,Ambiguous_taxa
ASV_663,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__bacterium Ellin6537,D_6__bacterium Ellin6537
ASV_664,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__metagenome,D_6__metagenome
ASV_665,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__uncultured Chloroflexi bacterium,D_6__uncultured Chloroflexi bacterium
ASV_666,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__uncultured Thermomicrobia bacterium,D_6__uncultured Thermomicrobia bacterium
ASV_667,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__uncultured anaerobic ammonium-oxidizing bacterium,D_6__uncultured anaerobic ammonium-oxidizing bacterium
ASV_668,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_669,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_670,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,NA,NA
ASV_671,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__Dehalococcoidales,D_4__Dehalococcoidaceae,D_5__Dehalogenimonas,Ambiguous_taxa
ASV_672,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__Dehalococcoidales,D_4__uncultured,D_5__microbial mat metagenome,D_6__microbial mat metagenome
ASV_673,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__FW22,D_4__uncultured Chloroflexi bacterium,D_5__uncultured Chloroflexi bacterium,D_6__uncultured Chloroflexi bacterium
ASV_674,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__FW22,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_675,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__S085,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_676,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__S085,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_677,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__S085,NA,NA,NA
ASV_678,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__SAR202 clade,NA,NA,NA
ASV_679,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__vadinBA26,D_4__uncultured Caldilineaceae bacterium,D_5__uncultured Caldilineaceae bacterium,D_6__uncultured Caldilineaceae bacterium
ASV_680,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,D_3__vadinBA26,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_681,D_0__Bacteria,D_1__Chloroflexi,D_2__Dehalococcoidia,NA,NA,NA,NA
ASV_682,D_0__Bacteria,D_1__Chloroflexi,D_2__Gitt-GS-136,NA,NA,NA,NA
ASV_683,D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,D_3__metagenome,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_684,D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,D_3__uncultured Caldilinea sp.,D_4__uncultured Caldilinea sp.,D_5__uncultured Caldilinea sp.,D_6__uncultured Caldilinea sp.
ASV_685,D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,D_3__uncultured Chloroflexi bacterium,D_4__uncultured Chloroflexi bacterium,D_5__uncultured Chloroflexi bacterium,D_6__uncultured Chloroflexi bacterium
ASV_686,D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_687,D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,NA,NA,NA,NA
ASV_688,D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_689,D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,D_3__metagenome,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_690,D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,D_3__uncultured Anaerolineaceae bacterium,D_4__uncultured Anaerolineaceae bacterium,D_5__uncultured Anaerolineaceae bacterium,D_6__uncultured Anaerolineaceae bacterium
ASV_691,D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,D_3__uncultured Chloroflexi bacterium,D_4__uncultured Chloroflexi bacterium,D_5__uncultured Chloroflexi bacterium,D_6__uncultured Chloroflexi bacterium
ASV_692,D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_693,D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,NA,NA,NA,NA
ASV_694,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__B12-WMSP1,D_4__uncultured Chloroflexi bacterium,D_5__uncultured Chloroflexi bacterium,D_6__uncultured Chloroflexi bacterium
ASV_695,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__C0119,D_4__uncultured Chloroflexi bacterium,D_5__uncultured Chloroflexi bacterium,D_6__uncultured Chloroflexi bacterium
ASV_696,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__C0119,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_697,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__C0119,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_698,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__JG30-KF-AS9,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_699,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__JG30-KF-AS9,NA,NA
ASV_700,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__1959-1,D_6__uncultured bacterium
ASV_701,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__FCPS473,D_6__uncultured bacterium
ASV_702,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__HSB OF53-F07,D_6__uncultured Ktedonobacter sp.
ASV_703,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__HSB OF53-F07,D_6__uncultured bacterium
ASV_704,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__HSB OF53-F07,NA
ASV_705,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__JG30a-KF-32,D_6__uncultured bacterium
ASV_706,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__uncultured,D_6__uncultured Ktedobacteria bacterium
ASV_707,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__uncultured,D_6__uncultured Ktedonobacter sp.
ASV_708,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__uncultured,D_6__uncultured bacterium
ASV_709,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,NA,NA
ASV_710,D_0__Bacteria,D_1__Chloroflexi,D_2__OLB14,D_3__metagenome,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_711,D_0__Bacteria,D_1__Chloroflexi,D_2__OLB14,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_712,D_0__Bacteria,D_1__Chloroflexi,D_2__OLB14,NA,NA,NA,NA
ASV_713,D_0__Bacteria,D_1__Chloroflexi,D_2__P2-11E,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_714,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_715,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__metagenome,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_716,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured Chloroflexi bacterium,D_4__uncultured Chloroflexi bacterium,D_5__uncultured Chloroflexi bacterium,D_6__uncultured Chloroflexi bacterium
ASV_717,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured Chloroflexus sp.,D_4__uncultured Chloroflexus sp.,D_5__uncultured Chloroflexus sp.,D_6__uncultured Chloroflexus sp.
